Customer_ID,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Credit_Utilization_Ratio,Num_of_Delayed_Payment,Changed_Credit_Limit,Credit_Mix
CUS_0x5d9e,2416.8925,8,6,39.1839457553888,13,10.49,1
CUS_0x2a05,654.352916666667,6,9,30.8816694461206,20,8.7,0
CUS_0x365f,1610.22583333333,8,5,26.1021534631289,13,19.3,1
CUS_0xbf03,2610.2575,3,6,41.0727005050384,1,4.09,2
CUS_0x78db,8343.47,3,5,42.6539055276447,4,8.56,2
CUS_0x9c09,1845.03458333333,1,5,38.5164034656482,11,-5.89,2
CUS_0x7b72,526.895833333333,7,6,38.6955044869875,16,16.11,0
CUS_0x485d,1194.20583333333,6,6,29.4092571321955,17,12.09,0
CUS_0x1be4,2273.28833333333,9,7,39.8201024743226,21,16.6,0
CUS_0x29d5,11322.9375,0,4,35.8242660043927,3,10.36,2
CUS_0x2991,629.953333333333,9,5,35.058924943239,15,11.62,1
CUS_0x3f12,1451.97166666667,4,5,24.2246064871306,11,17.1,1
CUS_0x36da,2868.60916666667,1,3,30.8405894636505,6,2.5,2
CUS_0x9b85,8434.5625,3,6,42.5529250342397,14,18.76,1
CUS_0x6437,2356.12416666667,1,4,25.0191979172916,1,9.23,2
CUS_0xad1d,1607.52416666667,7,6,40.0995019184853,19,17.4,0
CUS_0xb363,2733.84,6,6,26.4797505026113,14,17.11,1
CUS_0x4cdd,3552.50166666667,2,4,36.5397687276634,2,9.58,2
CUS_0x5ce6,2347.84916666667,3,6,34.5008698122184,6,5.83,1
CUS_0xd40,1824.84333333333,3,4,35.0304018558353,7,11.27,2
CUS_0x88b8,6124.31,5,3,37.3935442554119,2,6.85,2
CUS_0xbc5b,9180.28333333333,5,3,39.5218793608672,12,10.02,1
CUS_0x2ff8,945.202083333333,3,4,29.6576315516042,16,8.98,1
CUS_0xb713,1430.22291666667,6,3,31.0685889872242,12,0.94,2
CUS_0xd7d,3140.02,9,8,23.2367016980348,25,21.25,0
CUS_0x838a,2495.1125,3,5,40.6311429455083,9,11.51,2
CUS_0x942a,3208.05416666667,5,2,31.0443968218038,8,-3.22,2
CUS_0x50dd,3716.09166666667,5,4,22.7295644613505,20,11.78,1
CUS_0x65cf,5822.11,1,6,27.8993155063038,11,3.14,2
CUS_0x2dbf,8648.29,5,7,37.8785271182245,8,4.89,1
CUS_0x38c0,1363.0125,9,10,26.2385074338507,15,2.46,0
CUS_0xb747,2476.00833333333,4,5,34.3178277997578,10,1.63,1
CUS_0xa2a3,1367.56,10,10,36.976825768803,18,28.3,0
CUS_0x95ef,4717.9425,10,5,37.0772494955609,19,18.39,0
CUS_0x1bb6,806.663333333333,6,10,27.9691181581623,18,10.93,1
CUS_0xb1aa,5070.28833333333,6,5,39.7210024712315,12,0.61,1
CUS_0x242a,5505.26654393142,8,7,33.6400882819148,13,3.8,1
CUS_0x495e,6492.72666666667,10,10,23.5247137227371,24,8.41,0
CUS_0x5d82,11894.04,6,7,35.3913469944806,13,11.91,1
CUS_0xb9e6,477.739166666667,6,6,26.5046012747599,17,15.8,1
CUS_0x8275,3152.455,5,5,28.6114902902024,10,14.12,1
CUS_0xb521,514.274166666667,8,7,28.5355131387124,25,6.09,0
CUS_0x639,9248.225,5,3,30.7579311061539,8,11.9,2
CUS_0x1dcf,3106.92083333333,5,5,23.3158267140303,11,10.56,2
CUS_0x1a4d,5825.96562061596,4,8,29.754135425587,8,19.35,1
CUS_0x8a90,5538.305,3,6,39.435375054421,14,2.84,1
CUS_0x3e6b,1309.02708333333,4,4,38.659589897603,11,8.07,1
CUS_0xb6e0,13225.55,3,3,42.6916215117857,10,2.98,2
CUS_0xc405,7701.2025,8,5,24.5082922046774,10,13.76,1
CUS_0x6d04,1970.85,5,6,34.3936595693211,1,8.23,2
CUS_0xa499,1678.00666666667,3,3,35.9476657249967,19,19.49,1
CUS_0x21c8,5758.89,3,6,35.5462064370411,13,16.49,1
CUS_0x3b4f,1295.14333333333,7,8,36.9000573393734,12,10.91,1
CUS_0x279f,7176.075,4,3,33.9561682454748,14,20.93,1
CUS_0xbce,990.402269993774,8,7,28.6183699788779,17,12.43,1
CUS_0x53d1,1195.3875,10,7,27.3002259762766,23,16.94,0
CUS_0x51b9,588.052083333333,8,9,32.5921832517732,21,12.78,0
CUS_0x5f81,10958.2833315008,3,5,32.4740474439545,20,4.79,1
CUS_0xb98d,1762.67083333333,7,6,38.6714844905224,10,13.49,1
CUS_0x98c3,3045.44333333333,7,8,25.7729633949947,18,8.51,0
CUS_0xa8d,6201.94,3,6,35.4635839561109,18,13.91,1
CUS_0x41d4,1790.06958333333,3,5,25.49485328376,2,11.73,2
CUS_0x2617,15136.6966666667,2,2,28.3639710456096,11,8.82,2
CUS_0x5e29,13815.26,5,5,37.8171208305839,0,8.39,2
CUS_0x821a,10049.4775,5,6,37.2665597843059,14,5.34,2
CUS_0x1ab7,4893.7475,6,3,35.1131328971213,20,10.52,1
CUS_0x771d,3029.79166666667,8,6,29.1960431499741,23,3.88,0
CUS_0x6870,559.754166666667,10,10,39.3772588737024,21,7.29,0
CUS_0xab92,1069.57333333333,7,4,36.8414174576143,9,11.05,1
CUS_0xe2b,997.673333333333,7,8,39.0628542511135,16,2.12,0
CUS_0xb378,1685.97333333333,4,3,28.8100394554223,5,11.99,2
CUS_0xa778,1587.62916666667,10,6,22.4224971623011,14,5.12,0
CUS_0x7ac9,893.882083333333,4,6,27.7883644529768,15,20.64,1
CUS_0xf8b,3869.19333333333,2,6,38.6882347001596,7,8.67,2
CUS_0xc38f,5752.07666666667,9,8,21.5680223079539,16,5.84,0
CUS_0xa5e6,10383.4784505218,6,6,35.0481045552392,12,8.36,1
CUS_0x5b4e,3057.03083333333,4,1,32.2880970004753,1,11.12,2
CUS_0x47ef,3725.78,5,7,34.5837053681804,8,6,2
CUS_0xb39f,1804.03166666667,4,9,33.603674486621,10,13.5,1
CUS_0x8696,3352.675,6,10,31.2923670144456,18,9.55,1
CUS_0xb9ea,777.087083333333,6,7,25.4382225629322,14,15.26,0
CUS_0x7e10,1157.49,9,6,24.9417581552206,21,13.16,1
CUS_0x31b2,6444.96333333333,8,6,25.9741423646109,11,18.77,1
CUS_0x961f,1420.18166666667,5,4,34.2575851384638,15,9.6,1
CUS_0xae96,1509.81166666667,3,4,30.0204899197757,19,19.27,1
CUS_0xa7b6,5177.6064768553,3,5,31.3687892400212,17,19.63,1
CUS_0xc010,2534.535,5,6,30.9505751718337,17,2.07,2
CUS_0x8fd8,1812.47583333333,4,4,36.1024409922757,20,19.7,1
CUS_0x2a60,1635.90166666667,6,5,26.2769529749289,15,3.12,1
CUS_0x4697,3783.065,9,5,32.1212162340101,21,21.3,0
CUS_0xb250,1526.31833333333,7,7,32.6581211092213,17,3.06,0
CUS_0x6db3,1594.9775,10,9,34.4799604933088,15,21.73,0
CUS_0x9894,10076.7866666667,5,6,27.5209525061793,14,8.98,1
CUS_0x286c,2515.51333333333,6,5,28.7337964804989,14,2.16,2
CUS_0x563d,1621.365,5,9,25.7255074523539,12,9.52,1
CUS_0x197f,3196.4975,5,7,30.3364333334971,16,14.45,1
CUS_0xa7be,4972.305,7,4,30.6315469730577,19,11.89,2
CUS_0x922,2749.92333333333,5,5,32.68379221233,9,7.18,1
CUS_0x842e,1169.465,8,6,25.4171238639818,20,23.27,0
CUS_0x61a7,2713.43333333333,4,6,36.6687500213377,20,18.18,1
CUS_0x1f19,9031.415,5,4,36.7983134299082,9,14.04,1
CUS_0xc45d,5038.415,5,7,24.7005312813442,11,5.19,1
CUS_0x9199,4850.61,6,6,32.7889039024196,21,24.93,0
CUS_0x6610,9242.82,8,7,42.3316147187153,17,11.77,1
CUS_0x3a70,9110.73666666667,5,3,30.1728573811426,10,15.88,1
CUS_0xa6c6,4532.955,9,7,34.3695158823432,12,13.8,1
CUS_0x89c7,1608.2625,7,10,36.8418196860043,22,23.99,0
CUS_0x9714,1856.58833333333,8,5,29.8863155921703,21,3.36,0
CUS_0xc3cc,1201.47625,2,2,37.1970547245241,12,0.73,2
CUS_0x2bf7,9665,5,6,38.8635260919198,3,11.29,2
CUS_0x7baf,3502.21416666667,3,6,36.285581810595,10,10.41,2
CUS_0xa287,12131.58,1,4,34.0547788366081,10,8.12,2
CUS_0x4cb3,6883.74333333333,5,3,34.1981113599534,12,4.2,1
CUS_0xa696,629.693333333333,8,7,24.3150834266934,10,11.94,1
CUS_0x647e,1239.0775,6,7,35.737947445059,10,5.3,1
CUS_0x9a4b,4427.49845347934,5,6,38.0432346465382,15,6.83,1
CUS_0x6947,1306.96333333333,9,9,26.243826186892,16,16.54,0
CUS_0x6e8b,10285.825,2,5,27.3073056689029,12,4.3,2
CUS_0xb80d,2378.735,6,6,28.462224261926,23,2.78,0
CUS_0x6eec,3045.35416666667,6,7,28.7896883261981,13,8.04,1
CUS_0x6235,3074.5475,3,7,34.6242233312674,15,8.64,1
CUS_0xc356,7268.26333333333,10,6,25.9310235850781,24,23.26,0
CUS_0x3b21,568.67375,8,5,29.5109173039292,11,12.07,1
CUS_0x15b9,2549.63666666667,7,10,32.5021843636882,15,9.43,1
CUS_0xa106,2518.21583333333,3,5,31.4032973558038,5,11.82,2
CUS_0x2449,3679.80916666667,0,4,34.0235872990622,12,3.46,2
CUS_0x6c67,1690.25893610643,8,5,24.0782884023156,19,10.17,1
CUS_0x1c3b,6703.095,2,3,33.8079669626836,12,-1.92,2
CUS_0xf95,1389.38,9,5,29.5150912927393,23,8.08,0
CUS_0x734a,2885.10666666667,6,8,41.0413567077762,23,17.25,0
CUS_0xc2ae,3108.20916666667,3,7,29.1926495124598,14,1.59,1
CUS_0xc5d3,10073.16,4,4,38.6799843500521,10,2.3,2
CUS_0x6e43,1610.05,6,5,39.4415460106811,18,8.77,1
CUS_0x2468,1095.56916666667,7,10,39.3224867068109,19,24.51,0
CUS_0x6c71,2748.655,8,8,31.4886040196691,13,10.17,1
CUS_0xacfa,6950.07,2,3,35.0475411032235,0,7.14,2
CUS_0x7e02,5801.65,7,10,26.6537103083261,17,26.04,0
CUS_0x2058,1477.4975,8,6,32.0282208410781,17,17.64,0
CUS_0x6200,2686.01833333333,9,7,38.1103662376041,14,3.24,0
CUS_0xa005,1871.595,4,7,31.1365392443816,16,7.83,1
CUS_0x57b1,2348.91166666667,3,7,33.1808762469217,14,9.45,1
CUS_0x7c2a,1406.50833333333,10,7,39.1977853131566,15,3.2,0
CUS_0x1ffc,3019.45916666667,4,3,26.3847625166005,10,9.32,1
CUS_0x7047,1416.69416666667,5,6,38.2694436059722,11,20.01,1
CUS_0x3595,2826.02333333333,4,4,37.9393359078457,14,3.9,2
CUS_0x1195,2808.82583333333,4,6,33.7196822942548,14,3.67,1
CUS_0x84a6,1834.43916666667,6,6,35.1922950581584,10,14.37,1
CUS_0x2b83,2435.09328959405,2,6,39.0092972551131,4,7.73,2
CUS_0x4d1,10498.8766666667,4,3,44.0206957870457,17,6.82,1
CUS_0x6ea9,11580.59,3,1,30.0027589347273,6,10.63,2
CUS_0x269a,11158.75,5,7,26.8714719925753,10,8.65,2
CUS_0x5840,14566.4133333333,4,7,45.6651797233179,2,0.54,2
CUS_0x2a45,997.918333333333,7,7,29.9697399445586,19,10.36,1
CUS_0x3644,4860.325,7,5,36.8579201245696,21,26.39,0
CUS_0x649d,2044.6325,8,7,40.1164357410229,17,9.15,1
CUS_0x41ee,4996.375,4,8,24.0314051969899,8,14.81,1
CUS_0x7a84,2688.8025,3,3,27.7850768170693,16,0.84,1
CUS_0x2ca6,1380.51583333333,7,5,29.5248046851749,11,12.32,1
CUS_0x23ad,3263.0625,3,6,30.711413610332,5,16.97,2
CUS_0x93e,1435.29916666667,2,5,37.1826303586712,12,5.16,2
CUS_0xa648,1404.30916666667,4,3,24.0775441574156,19,9.89,1
CUS_0x6d28,3701.35333333333,8,4,36.2616518752613,9,18.8,1
CUS_0x952a,1334.03385442051,2,5,38.3346586590391,2,-4.67,2
CUS_0x1e3f,9245.90333333333,5,5,36.401070700761,15,7.35,1
CUS_0x49c4,3454.25833333333,1,2,26.5806126161852,12,9.08,2
CUS_0x8033,1276.77083333333,7,3,24.0607379853912,21,6.16,1
CUS_0x906a,3004.8575,3,6,39.1972946117222,13,15.4,1
CUS_0x8aa6,2714.98583333333,3,5,30.6515917044441,15,6.29,1
CUS_0x1000,2706.16166666667,6,5,27.5657672043955,25,1.63,0
CUS_0x646,7256.31666666667,1,5,33.0670603133797,4,5.77,2
CUS_0x302f,7504.8675,4,4,37.8304125303194,0,5.12,2
CUS_0x58d0,10966.93,2,6,31.5439319458491,4,10.87,2
CUS_0xa62f,2295.05833333333,6,7,26.7054828832032,18,16.49,1
CUS_0x18cb,3873.4816553615,3,6,37.1761599449598,8,12.67,1
CUS_0x4778,8321.5125,6,6,40.2889193260437,20,12.41,1
CUS_0x989e,1430.28166666667,6,8,29.2776347943612,19,35.54,0
CUS_0x9e56,2044.2233990811,3,4,38.2649468669483,5,-2.96,2
CUS_0x5709,5891.35,3,5,32.4845972265868,16,6.3,1
CUS_0x5a77,2569,7,10,26.9595922236732,25,9.06,0
CUS_0xb6d,2772.32166666667,6,7,35.8506530938928,20,22.49,0
CUS_0x8959,6295.52666666667,5,6,36.5424607457811,17,10.02,1
CUS_0xa06,2772.99166666667,6,7,28.1218326553015,19,0.6,1
CUS_0xc242,1188.20416666667,8,6,24.7639907058523,21,15.35,0
CUS_0x82be,3764.32416666667,2,4,39.6993782229125,10,7.51,2
CUS_0x81ff,2643.52559052528,0,5,37.1646245833612,7,3.2,2
CUS_0x3e89,3123.00333333333,7,3,39.9569381513833,8,2.39,1
CUS_0x9f51,1062.32041666667,8,10,31.6275071841882,18,17.17,0
CUS_0xb001,12557.0933333333,2,5,40.0573808691078,12,10.48,2
CUS_0x1f57,1486.92208333333,3,2,39.0287180048335,12,5.14,2
CUS_0x199b,1623.39666666667,8,10,32.4281826864583,18,11.29,1
CUS_0x707a,5304.955,7,6,27.3251180106197,19,12.33,1
CUS_0x9491,2441.01,10,8,33.9424199763117,18,35.69,0
CUS_0xb1d8,10307.47,6,3,38.2972566167695,15,9.75,1
CUS_0x5360,1642.165,6,5,37.7116644888725,16,14.77,1
CUS_0x9ee4,8615.11666666667,3,4,38.3067016769742,16,3.8,2
CUS_0x1d2c,9865.40666666667,8,6,29.6827296361821,16,18.94,1
CUS_0x8ce4,3248.58833333333,5,6,31.661201870329,9,2.12,2
CUS_0x3bb8,3390.09333333333,9,7,37.8945178186738,17,1.19,0
CUS_0x719,2251.0162758365,6,4,35.6031616930355,17,1.93,2
CUS_0x8112,10164.17,1,3,41.8947826008177,1,6.36,2
CUS_0x658f,11791.0566666667,5,6,43.107444446916,0,4.25,2
CUS_0x1881,3188.94666666667,9,10,34.4324674566456,27,4.05,0
CUS_0x8e75,5989.73166666667,1,7,27.0858699909874,3,1.75,2
CUS_0x724a,1464.67125,4,6,31.8285450374359,10,0.8,1
CUS_0x6ee,1058.32291666667,3,4,33.1258698356083,11,5.38,2
CUS_0xb46f,861.412887008316,3,4,25.1442893743002,5,10.49,2
CUS_0xba68,5402.91,10,7,23.8086501481889,22,2.18,0
CUS_0x151b,3782.45333333333,8,4,28.3979896092231,16,7.76,1
CUS_0x8382,4369.5425,6,10,32.8085992647337,25,1.61,0
CUS_0x259a,2606.105,4,3,38.9842390077739,18,19.05,1
CUS_0xbb7e,1123.65333333333,6,5,29.8215805662734,17,11.36,1
CUS_0x4484,3258.10083333333,4,4,25.6114536399941,9,1.16,2
CUS_0x8a20,6836.5725,0,2,33.5938499233862,8,3.86,2
CUS_0xb513,2257.65666666667,8,5,30.8469821969871,13,8.09,1
CUS_0x7ad4,9571.97526926675,6,5,33.7853726302081,9,12.36,1
CUS_0x2d48,11119.02,5,7,43.5359659301224,0,4.52,2
CUS_0x437e,2466.3725,7,7,33.9755886374223,9,16.45,1
CUS_0x663e,1553.915,5,5,33.5927830325586,19,15.92,1
CUS_0x5488,3321.31416666667,4,6,27.7267802839186,11,-3.7,2
CUS_0x695e,9151.475,5,6,30.2851198946316,13,6.16,2
CUS_0x24d4,3618.16166666667,1,1,37.9379096551115,4,5.36,2
CUS_0xa2ca,3073.9225,3,4,26.7680302638518,10,9.77,2
CUS_0x2be8,6438.55666666667,4,6,38.6266529192351,22,17.89,1
CUS_0x8807,3812.8225,6,10,36.3728483617455,20,10.24,1
CUS_0xc2cc,719.35,7,5,23.0154680464288,20,3.52,0
CUS_0xac05,6923.22946878221,8,6,33.4199472929338,16,7.52,1
CUS_0x5c7f,8779.1725,5,3,28.1226756779735,19,19.29,1
CUS_0xb3f4,5159.18,5,7,26.6077729011059,16,14.64,1
CUS_0x106f,11102.59,0,5,30.1397538468979,7,7.32,2
CUS_0xbdc2,14156.6133333333,3,7,36.1202552830952,1,5.93,2
CUS_0x6d85,1214.935,7,10,30.1230605103228,19,28.79,0
CUS_0x4904,5551.61,5,3,34.4477086814923,11,18.25,1
CUS_0xafa3,2091.30666666667,0,2,37.7138904766909,5,5.05,2
CUS_0xb46a,2920.265,6,7,34.897234717122,21,6.34,0
CUS_0x26da,1542.75875,5,5,33.385582155689,15,10.99,2
CUS_0x7833,3879.32,3,4,36.5039236118028,8,2.78,2
CUS_0x839e,959.34625,4,6,28.8358893837857,11,10.46,1
CUS_0x61d3,2211.51833333333,5,5,28.0414323556892,13,8.36,1
CUS_0x73b3,1058.3,8,5,23.1405132978461,15,16.12,1
CUS_0x6d4e,2158.52666666667,6,4,40.8864168004667,11,12.45,1
CUS_0x28d2,4514.96333333333,6,5,26.5668733833041,15,19.08,1
CUS_0x75ba,1611.98333333333,7,9,34.6330693400188,23,18,0
CUS_0x99ec,10874.0266666667,6,3,25.6375578972308,16,14.31,1
CUS_0xb685,3936.5325,6,8,27.149625606444,23,28.45,0
CUS_0xbd8f,9168.63333333333,3,3,37.6123570600597,18,11.31,1
CUS_0xebb,5727.90166666667,7,6,38.7943084698779,13,1.25,1
CUS_0xad1e,5995.53666666667,8,5,22.962064657504,22,2.49,0
CUS_0x4e80,6967.3075,3,4,33.1578603719641,11,17.57,1
CUS_0x8d9,2304.42916666667,4,6,41.1191452347439,7,17.84,1
CUS_0x470d,1640.5875,8,6,40.9470000875218,15,28.91,0
CUS_0x8ad,3435.37333333333,3,3,38.0517273517461,2,4.46,2
CUS_0x3bc3,7413.925,3,3,34.5190954415116,12,3.01,1
CUS_0xa1df,11162.1533333333,3,5,35.0441143930643,8,8.07,2
CUS_0x5781,2846.96666666667,5,7,23.2282644492531,8,15.51,1
CUS_0x5ec6,815.923333333333,5,6,29.6068352888949,5,11.06,1
CUS_0x6b7,1537.05333333333,4,4,34.8622693948385,11,10.95,1
CUS_0x966b,2890.32666666667,6,6,37.1699476277585,10,14.35,1
CUS_0x66c4,3126.215,8,9,26.0522729283232,19,18.12,1
CUS_0x6f09,599.220416666667,8,8,30.9842939835014,15,2.22,0
CUS_0x8d32,3492.40166666667,8,8,23.9343544087989,13,16.49,1
CUS_0x1d1c,625.9975,8,3,33.5000731508221,11,4.67,1
CUS_0xbe20,2501.52916666667,5,7,32.2614077162259,11,4.26,1
CUS_0x91ed,1601.72083333333,3,4,34.9229034618942,10,0.71,1
CUS_0x6d94,824.414583333333,8,7,34.2435095442278,14,9.75,1
CUS_0x2803,3299.58333333333,5,4,24.29505843026,19,13.43,1
CUS_0xbe4b,1470.0775,8,3,34.3473601267353,12,18.44,1
CUS_0x93bb,3620.97,8,5,40.0719279814192,18,16.56,1
CUS_0x1baf,9571.68,8,7,41.948078732332,11,9.79,1
CUS_0xadb5,6494.01666666667,4,7,33.4182887922887,10,15.67,1
CUS_0x2032,4825.5575,6,7,26.8336413363481,22,20.46,0
CUS_0x2a46,4974.125,8,7,26.8657973560219,22,23.99,0
CUS_0x9b33,2326.90519129214,7,4,28.1484360201036,17,19.11,1
CUS_0x9de2,2506.31083333333,7,6,28.8068766216492,10,10.37,1
CUS_0x95ca,7052.59333333333,1,4,31.6254498260685,11,5.32,2
CUS_0x62f0,11444.62,4,6,36.0494126934163,9,1.42,1
CUS_0xad38,4453.13,7,6,31.8161705811855,19,2,0
CUS_0x5268,1874.19041666667,2,2,26.6957407205358,9,7.53,2
CUS_0x8be2,4293.78508553031,9,8,27.5192261510506,19,15.23,0
CUS_0x5afa,1992.72416666667,10,5,39.8622429123808,25,9.24,0
CUS_0x42f,2987.55666666667,5,4,29.6304383861913,16,13.17,1
CUS_0x527f,9644.02666666667,7,6,36.0020358185465,11,7.09,1
CUS_0xb975,6301.5,3,6,36.7293068440864,11,13.64,1
CUS_0x1cab,465.9075,8,10,27.7148506323936,17,15.96,0
CUS_0x1069,4799.445,4,6,37.2174092544626,17,12.56,1
CUS_0x1c1f,2175.84333333333,8,4,37.5114967905165,17,9.37,1
CUS_0x242b,3679.57666666667,6,9,25.2876416577267,15,9.46,0
CUS_0x2bb2,4559.05,7,7,33.2844348664065,12,17.16,1
CUS_0x9ed4,2503.75333333333,3,7,24.2641879928226,11,6.71,2
CUS_0x6ab5,7087.94333333333,3,7,31.8618671546286,10,9.47,1
CUS_0x8f69,2456.7075,3,4,32.2392654888181,0,0.67,2
CUS_0x598d,2739.075,4,7,34.5133285934026,11,11.88,1
CUS_0x2e6e,2859.285,8,5,33.2688957025002,10,18.88,1
CUS_0x961e,2730.995,4,7,38.1378468466738,21,4.35,1
CUS_0x3a69,5109.80333333333,7,5,30.3316215190584,18,8.02,1
CUS_0x4425,5053.4075,9,9,23.8047453745714,25,12.13,0
CUS_0xc06a,7658.1425,6,7,35.0930799048495,8,11.92,1
CUS_0x5b0a,1720.68416666667,8,7,25.3954950064447,9,20.83,1
CUS_0x2b7e,2142.13833333333,4,5,36.2739464826255,20,18.63,1
CUS_0x68c8,1861.28784196539,7,7,37.9622216221171,19,15.02,1
CUS_0x9e04,2687.80333333333,5,6,35.0616713777643,8,17.69,1
CUS_0x6349,1995.62666666667,6,3,32.3510124713074,12,6.79,1
CUS_0x8110,7474.2,5,4,28.9443677969715,8,9.85,1
CUS_0xf74,1367.6455556325,10,6,38.6250451284079,25,12.92,0
CUS_0x763c,810.064166666667,5,7,22.456807012449,17,12.7,1
CUS_0xb8b9,2151.07,7,7,36.4995135414691,17,12.25,1
CUS_0x8b91,1537.47625,7,3,23.0047190129697,8,16.59,1
CUS_0x5e4e,1015.315,1,6,28.4277954528929,2,8.05,2
CUS_0x84e7,13892.4533333333,2,4,37.6039997211387,7,3.36,2
CUS_0xb6ef,3174.19916666667,4,4,31.0421335668385,16,9.89,1
CUS_0x4ab,7405.66,2,1,28.2958759785293,8,10.33,2
CUS_0x62be,11726.3966666667,7,4,34.4223820040161,19,11.48,1
CUS_0x4293,5091.725,5,8,37.8414352324587,14,19.62,1
CUS_0x3d73,2955.89416666667,7,6,36.9967731479345,11,8.28,1
CUS_0xbb69,2441.17833333333,8,6,35.9095854738819,20,7.67,1
CUS_0x181a,2592.24848321729,5,5,27.7303428787679,18,8.93,1
CUS_0x76d1,3179.55083333333,0,5,37.98054345334,12,9.72,2
CUS_0x24e1,7898.0275,3,3,24.4164542354469,16,8.88,1
CUS_0xbb0b,3791.81,6,4,36.0516277007773,19,15.76,1
CUS_0xba7e,7016.87333333333,9,8,23.584226025173,22,3.21,0
CUS_0x548b,5409.505,8,4,33.9155047981749,13,15.95,1
CUS_0x53eb,10739.3666666667,5,6,33.8134551465848,8,1.82,2
CUS_0x9a51,2895.57666666667,1,4,27.8522548464108,6,4.55,2
CUS_0x65d7,3212.38166666667,6,9,37.3439770642069,17,1.14,0
CUS_0x918c,3077.83166666667,6,5,32.9711185795017,10,15.51,1
CUS_0x5953,12186.5466666667,0,5,35.0891266436421,7,0.57,2
CUS_0x81ac,2754.215,8,5,33.3517903241916,16,17.8,1
CUS_0x1fdc,973.441666666667,8,3,37.367310213918,9,9.02,1
CUS_0x6692,1509.9875,3,3,35.6250780806509,0,0.67,2
CUS_0x2d98,3844.90987625351,8,6,33.3973764207794,18,10.8,1
CUS_0x4fd4,3374.235,7,7,25.4390756364875,19,3.31,0
CUS_0xa282,1801.47416666667,6,9,37.6128144630216,25,1.61,0
CUS_0x88fb,10547.7366666667,7,7,25.7206378113489,16,16.23,1
CUS_0x38cd,2918.06833333333,2,5,32.3864743487172,15,16.02,1
CUS_0xb5b9,10448.3025,3,5,40.5750280644141,7,2.19,2
CUS_0x42e6,1954.77166666667,5,3,32.4717685764175,13,12.82,1
CUS_0xc3d8,11264.1966666667,5,4,36.9353775707438,6,7.61,2
CUS_0x5ebe,1887.26333333333,7,4,31.2309009423443,16,14.01,1
CUS_0x1bc0,3018.72333333333,6,10,38.0554071376304,24,25.41,0
CUS_0x26f5,3192.3325,0,7,32.6907722750451,8,6.38,2
CUS_0xa3fa,1875.5125,4,6,33.1295891126219,14,4.92,2
CUS_0x826e,3215.24333333333,7,8,26.3262131856398,11,15.02,1
CUS_0x20f1,5618.45333333333,7,5,35.2660365310395,22,16.2,0
CUS_0x4884,7710.91,4,3,23.698805084346,16,17.29,1
CUS_0x41c1,1460.20166666667,4,4,38.4998892696938,11,7.82,1
CUS_0xaea1,6540.42666666667,7,6,36.8075087729152,16,5.8,0
CUS_0x9650,1419.82650675459,7,4,35.6957464838275,12,15.34,1
